title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
Embedding Digital Data Storytelling in Introductory Data Science Course: An Inter-Institutional Transdisciplinary Pilot Study,Chen L.K.,Journal of Problem Based Learning in Higher Education,2023-10-10,SCOPUS_ID:85174483626,0,True
Design Considerations for Facilitating Equitable Participation in an Ethical Data Science Course for High School Students,Register J.T.,Journal of Urban Mathematics Education,2023-12-01,SCOPUS_ID:85183852835,0,True
Data Science Education: The Signal Processing Perspective [SP Education],Gannot S.,IEEE Signal Processing Magazine,2023-11-01,SCOPUS_ID:85177218280,1,False
The Arcus Experience Bridging the Data Science Gap for Nurse Researchers,Flood E.L.,Nursing Research,2024-09-01,SCOPUS_ID:85202217407,0,False
Virtual BUILD Research Collaboratory: A biomedical data science training using innovative pedagogy to address structures of racism and inequitable stress for undergraduates of color,Ceberio N.,PLoS ONE,2024-02-01,SCOPUS_ID:85186402692,0,True
Bridging Theory and Practice: Building an Inclusive Undergraduate Data-Science Program,Ergezer M.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202066784,0,False
The (Un)Answered Question: A Data Science Powered Music Experiment,von Kurnatowski L.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85195825267,0,False
The need for a risk management framework for data science projects: a systematic literature review,Lahiri S.,International Journal of Information Systems and Project Management,2024-01-01,SCOPUS_ID:85207181729,0,True
Seven ways to make a data science project fail,Glushko R.J.,Data and Information Management,2023-04-01,SCOPUS_ID:85148355117,1,True
The evolution of AI and data science,Anurag A.S.,The Ethical Frontier of AI and Data Analysis,2024-03-04,SCOPUS_ID:85189570657,0,False
Investigating the Relationship between Processor and Memory Reliability in Data Science: A Bivariate Model Approach,Haj Ahmad H.,Mathematics,2023-05-01,SCOPUS_ID:85159188887,6,True
Inside Production Data Science: Exploring the Main Tasks of Data Scientists in Production Environments,Schmetz A.,AI (Switzerland),2024-06-01,SCOPUS_ID:85196886778,0,True
Series Editorial: Artificial Intelligence and Data Science for Communications,Choi Y.,IEEE Communications Magazine,2023-10-01,SCOPUS_ID:85176118755,0,True
Demonstration of Geyser: Provenance Extraction and Applications over Data Science Scripts,Psallidas F.,Proceedings of the ACM SIGMOD International Conference on Management of Data,2023-06-04,SCOPUS_ID:85162887210,0,False
Data science and artificial intelligence for industry 5.0,Mishra P.K.,Drone Applications for Industry 5.0,2024-06-24,SCOPUS_ID:85199376554,0,False
Assisted design of data science pipelines,Redyuk S.,VLDB Journal,2024-07-01,SCOPUS_ID:85185095712,0,True
Automatic Feedback Generation on K-12 Students' Data Science Education by Prompting Cloud-based Large Language Models,Fung S.C.E.,L@S 2024 - Proceedings of the 11th ACM Conference on Learning @ Scale,2024-07-09,SCOPUS_ID:85199910179,0,False
Determination of Hyperparameters in the Development of a Frost Predictive Model with Data Science,Masanet M.I.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199192209,0,False
Boosting the clean energy transition through data science,Fronzetti Colladon A.,Energy Policy,2024-10-01,SCOPUS_ID:85201866043,0,False
Application of Data Science in the US Commercial Construction Industry: Current Trends and Future Opportunities,Omole O.,International Journal of Construction Education and Research,2024-01-01,SCOPUS_ID:85189289851,1,False
EVALUATION of EDISON'S DATA SCIENCE COMPETENCY FRAMEWORK THROUGH A COMPARATIVE LITERATURE ANALYSIS,Schmitt K.R.B.,Foundations of Data Science,2023-06-01,SCOPUS_ID:85152384842,2,True
Python-powered stock market analysis leveraging data science techniques for informed investment decisions,Zejnullahi A.,The Software Principles of Design for Data Modeling,2023-09-12,SCOPUS_ID:85174325537,0,False
Data Literacy and Data Science Literacy for Nurses: State of the Art Literature Review,Lee M.,Studies in Health Technology and Informatics,2024-07-24,SCOPUS_ID:85199582671,0,True
Development of a Data Science Curriculum for an Engineering Technology Program,Sarp S.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172169943,0,False
Investigation of Laser Ablation Quality Based on Data Science and Machine Learning XGBoost Classifier,Tsai C.C.,Applied Sciences (Switzerland),2024-01-01,SCOPUS_ID:85187383691,2,True
Design on Experimental Dataset and Task for Teaching in Data Science and Machine Learning,Chen Z.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85187774693,0,False
Data science career preference of Nigeria University students,Olatokun W.M.,Education and Information Technologies,2024-01-01,SCOPUS_ID:85198392686,0,False
Design and Development of a Provenance Capture Platform for Data Science,Gregori L.,"Proceedings - 2024 IEEE 40th International Conference on Data Engineering Workshops, ICDEW 2024",2024-01-01,SCOPUS_ID:85197335947,0,False
Handbook of Research on Data Science and Cybersecurity Innovations in Industry 4.0 Technologies,Murugan T.,Handbook of Research on Data Science and Cybersecurity Innovations in Industry 4.0 Technologies,2023-09-21,SCOPUS_ID:85174431550,1,False
New paradigm of plastic deformation theory modelling: Artificial intelligence empowered and data science-driven,He J.,Suxing Gongcheng Xuebao/Journal of Plasticity Engineering,2024-01-28,SCOPUS_ID:85209879984,0,False
"International Conference on Data Science and Network Engineering, ICDSNE 2023",,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85181563799,0,False
"9th International Conference on Machine Learning, Optimization, and Data Science, LOD 2023",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85187678886,0,False
Navigating epoxidation complexity: building a data science toolbox to design vanadium catalysts,Ferraz-Caetano J.,New Journal of Chemistry,2024-02-26,SCOPUS_ID:85187013642,0,True
Forecasting Electric Vehicles’ Charging Behavior at Charging Stations: A Data Science-Based Approach,Amezquita H.,Energies,2024-07-01,SCOPUS_ID:85199753203,0,True
Fatigue &amp; Fracture of Engineering Materials &amp; Structures Virtual Special Issue: Data science and machine learning for fatigue and fracture assessment,Karakaş Ö.,Fatigue and Fracture of Engineering Materials and Structures,2023-06-01,SCOPUS_ID:85150781977,2,True
KDD 2023 Workshop on Data Science and AI for Sports,Song H.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2023-08-06,SCOPUS_ID:85171334356,1,False
Leveraging data science and machine learning for urban climate adaptation in two major African cities: a HE<sup>2</sup>AT Center study protocol,Jack C.,BMJ Open,2024-06-18,SCOPUS_ID:85196602022,0,True
A Framework to Facilitate Higher Educational Institutions Delivery of Data Science Microcredentials: A First-Hand Experience,Malik H.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172132872,0,False
Series Editorial: Artificial Intelligence and Data Science for Communications,Choi Y.,IEEE Communications Magazine,2024-04-01,SCOPUS_ID:85190721734,0,True
GenDatr: Visualizing Probabilistic Data Generation in Medical Data Science,Loo Z.P.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85209571848,0,False
Student Learning Based Data Science Assisted Recommendation System to Enhance Educational Institution Performance,Jyothi D.N.,International Journal of Intelligent Engineering and Systems,2024-01-01,SCOPUS_ID:85199686067,0,False
Advancing zoo animal welfare through data science: scaling up continuous improvement efforts,Liptovszky M.,Frontiers in Veterinary Science,2024-01-01,SCOPUS_ID:85184219726,0,True
Manufacturing Process Analysis of a Component Produced by Hydroforming – Application of Data Science for Predictive Maintenance and Quality Management,Reuter T.,ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb,2024-10-20,SCOPUS_ID:85207766755,0,False
Teaching Data Science with Literate Programming Tools,Birkenkrahe M.,Digital,2023-09-01,SCOPUS_ID:85177586098,0,True
Data science tools for economics education: text mining and topic modeling applications,Rizun N.O.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85209365627,1,False
Data Science Methods for Real-World Evidence Generation in Real-World Data,Liu F.,Annual Review of Biomedical Data Science,2024-08-23,SCOPUS_ID:85202023489,0,False
Using summary tables to introduce principal component analysis in an elementary data science course,Paolino J.P.,Teaching Statistics,2024-07-01,SCOPUS_ID:85194971150,0,False
Data science using the human epigenome for predicting multifactorial diseases and symptoms,Nishitani S.,Epigenomics,2024-03-01,SCOPUS_ID:85185708456,0,True
A data science approach for multi-sensor marine observatory data monitoring cold water corals (Paragorgia arborea) in two campaigns,van Kevelaer R.,PLoS ONE,2023-07-01,SCOPUS_ID:85165394791,0,True
A New Method and Case Study for Predicting Tutoring Performance in Students at the Universidad Politécnica Salesiana using Data Science and Support Vector Machines,Ortiz R.H.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85174674624,0,False
Benchmarking Data Science Agents,Zhang Y.,Proceedings of the Annual Meeting of the Association for Computational Linguistics,2024-01-01,SCOPUS_ID:85204431902,0,False
The gates to the profession are open: the alternative institutionalization of data science,Avnoon N.,Theory and Society,2024-04-01,SCOPUS_ID:85175962406,1,False
Logica: Declarative Data Science for Mere Mortals,Skvortsov E.,Advances in Database Technology - EDBT,2024-03-18,SCOPUS_ID:85190978178,1,False
A Data-Science Approach for Creation of a Comprehensive Model to Assess the Impact of Mobile Technologies on Humans,Garvanova M.,Applied Sciences (Switzerland),2023-03-01,SCOPUS_ID:85152067718,3,True
"About the proliferation of data science programming languages: explanatory study, technological development, and common features",Ali A.,Issues in Information Systems,2024-01-01,SCOPUS_ID:85205786611,0,True
Ten simple rules for humane data science,Masum H.,PLoS Computational Biology,2023-12-01,SCOPUS_ID:85180531930,0,True
Unpacking human systems in data science innovations: Key innovator perspectives,Li K.,Technovation,2023-12-01,SCOPUS_ID:85170427257,1,True
Data science and data analytics in life science research,Bajorath J.,Artificial Intelligence in the Life Sciences,2023-12-01,SCOPUS_ID:85171399249,2,True
Data science &amp; law: Law meets computer science and statistics,Blochinger D.,Jusletter IT,2024-03-28,SCOPUS_ID:85195052449,0,False
The political economy of digital government: How Silicon Valley firms drove conversion to data science and artificial intelligence in public management,Margetts H.,Public Money and Management,2024-01-01,SCOPUS_ID:85201958750,0,True
What can scatterplots teach us about doing data science better?,Goh W.W.B.,International Journal of Data Science and Analytics,2024-01-01,SCOPUS_ID:85137559546,2,False
"Correction to: The Teaching of Introductory Statistics: Results of a National Survey (Journal of Statistics and Data Science Education, (2024), 32, 3, (232-240), 10.1080/26939169.2024.2333732)",,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85206856505,0,True
"Publication of Datasets, a Step toward Advancing Data Science",Chew E.Y.,Ophthalmology Science,2023-09-01,SCOPUS_ID:85171542187,1,True
Evaluating and Incorporating Generative AI in Nursing Informatics and Data Science Graduate Courses,Reeder B.,Studies in Health Technology and Informatics,2024-07-24,SCOPUS_ID:85199654184,0,True
Introduction to the Special Issue in Symmetry Titled “Symmetry in Statistics and Data Science”,Chesneau C.,Symmetry,2023-05-01,SCOPUS_ID:85160573250,0,True
Editorial: Big data and data science in sport,D’Urso P.,Annals of Operations Research,2023-06-01,SCOPUS_ID:85153384898,6,True
Data-Science Perceptions: A Textual Analysis of Reddit Posts from Non-Computing Engineers,Leger N.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202035112,0,False
"2nd Southwest Data Science Conference, SDSC 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85199147315,0,False
A Critical Review of Data Science Applications in Resource Recovery and Carbon Capture from Organic Waste,Zaki M.T.,ACS ES and T Engineering,2023-10-13,SCOPUS_ID:85174904621,9,True
Evaluation of fatigue properties in flame-resistant magnesium alloy welded joints by crystal plasticity analysis and data science approach,Kuriki D.,Keikinzoku/Journal of Japan Institute of Light Metals,2024-01-01,SCOPUS_ID:85188232854,0,True
Integration of Cyber Physical Systems and Data Science into the Built Environment Lifecycle,Desmond L.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85206380174,0,False
Reading Texts and Data: Data Philology Instead of Data Science,Bubenhofer N.,Zeitschrift fur Literaturwissenschaft und Linguistik,2024-06-01,SCOPUS_ID:85190805076,0,True
Being Agile in a Data Science Project,Cordeiro R.,Lecture Notes in Business Information Processing,2024-01-01,SCOPUS_ID:85181979285,0,True
