title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access,eid,aggregationType,affiliations,link,abstract
"Hacking Limnology Workshops and DSOS23: Growing a Workforce for the Nexus of Data Science, Open Science, and the Aquatic Sciences",Meyer M.F.,Limnology and Oceanography Bulletin,2024-02-01,SCOPUS_ID:85174491321,1,True,2-s2.0-85174491321,Journal,"[{'name': 'United States Geological Survey', 'city': 'Reston', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174491321&origin=inward,Failed to fetch page (status 429)
Developing a contextual model of poverty prediction using data science and analytics – The case of Shelby County,Hoogstra B.,Decision Support Systems,2024-02-01,SCOPUS_ID:85170705398,1,False,2-s2.0-85170705398,Journal,"[{'name': 'FedEx', 'city': 'Memphis', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85170705398&origin=inward,Failed to fetch page (status 429)
Academic data science: Transdisciplinary and extradisciplinary visions,Tanweer A.,Social Studies of Science,2024-02-01,SCOPUS_ID:85164513444,1,True,2-s2.0-85164513444,Journal,"[{'name': 'University of Washington', 'city': 'Seattle', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164513444&origin=inward,Failed to fetch page (status 429)
Using data science for sustainable development in higher education,Leal Filho W.,Sustainable Development,2024-02-01,SCOPUS_ID:85162631619,9,False,2-s2.0-85162631619,Journal,"[{'name': 'Hochschule für Angewandte Wissenschaften Hamburg', 'city': 'Hamburg', 'country': 'Germany'}, {'name': 'Manchester Metropolitan University', 'city': 'Manchester', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162631619&origin=inward,Failed to fetch page (status 429)
From critical technical practice to reflexive data science,Hirsbrunner S.D.,Convergence,2024-02-01,SCOPUS_ID:85142601340,3,True,2-s2.0-85142601340,Journal,"[{'name': 'Freie Universität Berlin', 'city': 'Berlin', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142601340&origin=inward,Failed to fetch page (status 429)
“Transfer Learning” for Bridging the Gap Between Data Sciences and the Deep Learning,Sohail A.,Annals of Data Science,2024-02-01,SCOPUS_ID:85127282785,9,False,2-s2.0-85127282785,Journal,"[{'name': 'COMSATS Institute of Information Technology Lahore', 'city': 'Lahore', 'country': 'Pakistan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127282785&origin=inward,Failed to fetch page (status 429)
New paradigm of plastic deformation theory modelling: Artificial intelligence empowered and data science-driven,He J.,Suxing Gongcheng Xuebao/Journal of Plasticity Engineering,2024-01-28,SCOPUS_ID:85209879984,0,False,2-s2.0-85209879984,Journal,"[{'name': 'Shanghai Jiao Tong University', 'city': 'Shanghai', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209879984&origin=inward,Failed to fetch page (status 429)
Integration of data science and cloud-based IoT networks: Techniques and applications,Venkat Narayana Rao T.,"Emerging Trends in Cloud Computing Analytics, Scalability, and Service Models",2024-01-25,SCOPUS_ID:85193678607,0,False,2-s2.0-85193678607,Book,"[{'name': 'Sreenidhi Institute of Science &amp; Technology', 'city': 'Hyderabad', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193678607&origin=inward,Failed to fetch page (status 429)
Gaining Benefit from Artificial Intelligence and Data Science: A Three-Part Framework,Spector A.Z.,Communications of the ACM,2024-01-25,SCOPUS_ID:85184776718,1,True,2-s2.0-85184776718,Journal,"[{'name': 'Massachusetts Institute of Technology', 'city': 'Cambridge', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184776718&origin=inward,Failed to fetch page (status 429)
An examination of data science's application to the subject of energy management,Tiwari N.,AIP Conference Proceedings,2024-01-19,SCOPUS_ID:85184608738,0,True,2-s2.0-85184608738,Conference Proceeding,"[{'name': 'Graphic Era Deemed to be University', 'city': 'Dehradun', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184608738&origin=inward,Failed to fetch page (status 429)
An emphasis on the essential functions of data science to maintain vital services during pandemic,Tiwari K.,AIP Conference Proceedings,2024-01-19,SCOPUS_ID:85184583977,0,True,2-s2.0-85184583977,Conference Proceeding,"[{'name': 'Amrapali Institute of Hotel Management', 'city': 'Haldwani', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184583977&origin=inward,Failed to fetch page (status 429)
Welcoming More Participation in Open Data Science for the Oceans,Fredston A.L.,Annual Review of Marine Science,2024-01-17,SCOPUS_ID:85182610451,4,True,2-s2.0-85182610451,Journal,"[{'name': 'University of California, Santa Cruz', 'city': 'Santa Cruz', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182610451&origin=inward,Failed to fetch page (status 429)
Deconvoluting Nonlinear Catalyst-Substrate Effects in the Intramolecular Dirhodium-Catalyzed C-H Insertion of Donor/Donor Carbenes Using Data Science Tools,Souza L.W.,ACS Catalysis,2024-01-05,SCOPUS_ID:85180976880,1,True,2-s2.0-85180976880,Journal,"[{'name': 'University of California, Davis', 'city': 'Davis', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180976880&origin=inward,Failed to fetch page (status 429)
CODS-COMAD 2024 - Proceedings of 7th Joint International Conference on Data Science and Management of Data,,ACM International Conference Proceeding Series,2024-01-04,SCOPUS_ID:85183618429,0,False,2-s2.0-85183618429,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183618429&origin=inward,Failed to fetch page (status 429)
Adaptive Learning at Scale: Investigating the Effects of Automated Formative Feedback in MOOC-based Data Science Learning,Elhayany M.,"2024 IEEE 3rd German Education Conference, GECon 2024",2024-01-01,SCOPUS_ID:85210562321,0,False,2-s2.0-85210562321,Conference Proceeding,"[{'name': 'Hasso-Plattner-Institut für Softwaresystemtechnik GmbH', 'city': 'Potsdam', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210562321&origin=inward,Failed to fetch page (status 429)
Dr. Preeti Bajaj: AI and data science change-maker [Women to Watch],Williams K.,IEEE Women in Engineering Magazine,2024-01-01,SCOPUS_ID:85210541228,0,False,2-s2.0-85210541228,Trade Journal,"[{'name': 'Universität Duisburg-Essen', 'city': 'Duisburg', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210541228&origin=inward,Failed to fetch page (status 429)
Learning Undergraduate Data Science Through a Mobile Device and Full Body Movements,Jung S.H.,TechTrends,2024-01-01,SCOPUS_ID:85210506091,0,False,2-s2.0-85210506091,Journal,"[{'name': 'NC State College of Engineering', 'city': 'Raleigh', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210506091&origin=inward,Failed to fetch page (status 429)
Primary children learning to address complex problems with non-standard data using a data science perspective,Makar K.,Mathematics Education Research Journal,2024-01-01,SCOPUS_ID:85210391349,0,False,2-s2.0-85210391349,Journal,"[{'name': 'The University of Queensland', 'city': 'Brisbane', 'country': 'Australia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210391349&origin=inward,Failed to fetch page (status 429)
A NOVEL APPROACH OF DATA SCIENCE INCORPORATING PHYSICAL KNOWLEDGE FOR EARLY STUCK PIPE DETECTION,Inoue T.,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,2024-01-01,SCOPUS_ID:85210017254,0,False,2-s2.0-85210017254,Conference Proceeding,"[{'name': 'Japan Agency for Marine-Earth Science and Technology', 'city': 'Yokosuka', 'country': 'Japan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210017254&origin=inward,Failed to fetch page (status 429)
Modelling COVID-19 cases and deaths with climate variables using statistical and data science methods,Karimuzzaman M.,Soft Computing,2024-01-01,SCOPUS_ID:85210005693,0,False,2-s2.0-85210005693,Journal,"[{'name': 'Drexel University', 'city': 'Philadelphia', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210005693&origin=inward,Failed to fetch page (status 429)
Time Series Analysis in Data Science: Forecasting Trends and Anomalies,Valli L.N.,"Proceedings of the 5th International Conference on Smart Electronics and Communication, ICOSEC 2024",2024-01-01,SCOPUS_ID:85209902981,0,False,2-s2.0-85209902981,Conference Proceeding,"[{'name': 'Standard Chartered Global Business Services Sdn Bhd.', 'city': 'Kuala Lumpur', 'country': 'Malaysia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209902981&origin=inward,Failed to fetch page (status 429)
Leveraging Artificial Intelligence and Data Science for Integration of Social Determinants of Health in Emergency Medicine: Scoping Review,Abbott E.E.,JMIR Medical Informatics,2024-01-01,SCOPUS_ID:85209707163,0,True,2-s2.0-85209707163,Journal,"[{'name': 'Icahn School of Medicine at Mount Sinai', 'city': 'New York', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209707163&origin=inward,Failed to fetch page (status 429)
"2024 5th International Conference on Artificial Intelligence and Data Sciences, AiDAS 2024 - Proceedings",,"2024 5th International Conference on Artificial Intelligence and Data Sciences, AiDAS 2024 - Proceedings",2024-01-01,SCOPUS_ID:85209678650,0,False,2-s2.0-85209678650,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209678650&origin=inward,Failed to fetch page (status 429)
Applying Data Science in Computer Vision: Detection of Malignant and Benign Cancer Tumors,Samonte M.J.C.,"Proceedings - 2024 4th International Conference on Big Data Engineering and Education, BDEE 2024",2024-01-01,SCOPUS_ID:85209635104,0,False,2-s2.0-85209635104,Conference Proceeding,"[{'name': 'Mapúa University', 'city': 'Manila', 'country': 'Philippines'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209635104&origin=inward,Failed to fetch page (status 429)
GenDatr: Visualizing Probabilistic Data Generation in Medical Data Science,Loo Z.P.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85209571848,0,False,2-s2.0-85209571848,Book Series,"[{'name': 'University of Glasgow', 'city': 'Glasgow', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209571848&origin=inward,Failed to fetch page (status 429)
"Research on Quantum Key, Distribution Key and Post-quantum Cryptography Key Applied Protocols for Data Science and Web Security",Shim K.S.,Journal of Web Engineering,2024-01-01,SCOPUS_ID:85209558813,0,True,2-s2.0-85209558813,Journal,"[{'name': 'Korea Institute of Science and Technology Information', 'city': 'Yusong', 'country': 'South Korea'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209558813&origin=inward,Failed to fetch page (status 429)
Classification of University Excellence: A Multi-dimensional Exploration of Ranking Criteria Using Data Science and Visualization Technology,El Koshiry A.M.,Lecture Notes on Data Engineering and Communications Technologies,2024-01-01,SCOPUS_ID:85209547684,1,False,2-s2.0-85209547684,Book Series,"[{'name': 'Faculty of Specific Education', 'city': 'Minya', 'country': 'Egypt'}, {'name': 'King Faisal University', 'city': 'Al-Ahsa', 'country': 'Saudi Arabia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209547684&origin=inward,Failed to fetch page (status 429)
Theory-Guided Data-Science for Battery Modeling: Insights from a Comparative Study,,"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",2024-01-01,SCOPUS_ID:85209402890,0,False,2-s2.0-85209402890,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209402890&origin=inward,Failed to fetch page (status 429)
"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",,"2024 IEEE 11th International Conference on Data Science and Advanced Analytics, DSAA 2024",2024-01-01,SCOPUS_ID:85209401914,0,False,2-s2.0-85209401914,Conference Proceeding,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209401914&origin=inward,Failed to fetch page (status 429)
Social media and decision making: a data science lifecycle for opinion mining of public reactions to the 2020 International Booker Prize in Twitter,Yeap Z.C.,International Journal of Information and Decision Sciences,2024-01-01,SCOPUS_ID:85209375606,0,False,2-s2.0-85209375606,Journal,"[{'name': 'Universiti Sains Malaysia', 'city': 'Minden', 'country': 'Malaysia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209375606&origin=inward,Failed to fetch page (status 429)
Data science tools for economics education: text mining and topic modeling applications,Rizun N.O.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85209365627,1,False,2-s2.0-85209365627,Conference Proceeding,"[{'name': 'Gdańsk University of Technology', 'city': 'Gdansk', 'country': 'Poland'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209365627&origin=inward,Failed to fetch page (status 429)
Supply Chain Optimization with Data Science,Pooja ,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",2024-01-01,SCOPUS_ID:85209144877,0,False,2-s2.0-85209144877,Conference Proceeding,"[{'name': 'Chandigarh University', 'city': 'Mohali', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209144877&origin=inward,Failed to fetch page (status 429)
AI-ML Trained Object Recognition System Development using Google Teachable Machine with the Help of Data Sciences,Prasad R.,"15th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2024",2024-01-01,SCOPUS_ID:85209133481,0,False,2-s2.0-85209133481,Conference Proceeding,"[{'name': 'Dayananda Sagar College of Engineering', 'city': 'Bengaluru', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209133481&origin=inward,Failed to fetch page (status 429)
Graph data science-driven framework to aid auditory and speech impaired individuals by accelerating sign image analysis and knowledge relegation through deep learning technique,Akhila Thejaswi R.,International Journal of System Assurance Engineering and Management,2024-01-01,SCOPUS_ID:85209123189,0,False,2-s2.0-85209123189,Journal,"[{'name': 'Sahyadri College of Engineering &amp; Management', 'city': 'Mangalore', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209123189&origin=inward,Failed to fetch page (status 429)
"Next Generation eHealth: Applied Data Science, Machine Learning and Extreme Computational Intelligence",Lytras M.D.,"Next Generation eHealth: Applied Data Science, Machine Learning and Extreme Computational Intelligence",2024-01-01,SCOPUS_ID:85209000399,0,False,2-s2.0-85209000399,Book,"[{'name': 'Effat University', 'city': 'Jeddah', 'country': 'Saudi Arabia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209000399&origin=inward,Failed to fetch page (status 429)
